root@ubuntu-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
00:19:00.793573 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 4126503697:4126503805, ack 2999390586, win 501, length 108
00:19:01.253630 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171400:171572, ack 109, win 501, length 172
00:19:01.253668 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171572:171744, ack 109, win 501, length 172
00:19:01.253705 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171744:171916, ack 109, win 501, length 172
00:19:01.253741 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171916:172088, ack 109, win 501, length 172
00:19:01.253777 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172088:172260, ack 109, win 501, length 172
00:19:01.253814 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172260:172432, ack 109, win 501, length 172
00:19:01.258228 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 167036, win 512, length 0
00:19:01.258249 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172432:172604, ack 109, win 501, length 172
00:19:01.258679 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 167844, win 509, length 0
00:19:01.258686 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172604:172924, ack 109, win 501, length 320
00:19:01.258728 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172924:173072, ack 109, win 501, length 148
00:19:01.262283 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 168600, win 513, length 0
00:19:01.262301 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 173072:173380, ack 109, win 501, length 308
00:19:01.262374 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 173380:173528, ack 109, win 501, length 148
00:19:01.264616 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 169464, win 509, length 0
00:19:01.264633 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 173528:173900, ack 109, win 501, length 372
00:19:01.264705 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 173900:174048, ack 109, win 501, length 148
00:19:01.264740 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 174048:174084, ack 109, win 501, length 36
00:19:01.265217 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 170832, win 513, length 0
00:19:01.265226 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 174084:174600, ack 109, win 501, length 516
00:19:01.265265 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 174600:174748, ack 109, win 501, length 148
00:19:01.265290 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 174748:174784, ack 109, win 501, length 36
00:19:01.265330 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 174784:175084, ack 109, win 501, length 300
00:19:01.265376 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 175084:175392, ack 109, win 501, length 308
00:19:01.265413 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 175392:175564, ack 109, win 501, length 172
00:19:01.268353 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171400, win 511, length 0
00:19:01.268370 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 175564:175736, ack 109, win 501, length 172
00:19:01.268444 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 175736:175884, ack 109, win 501, length 148
00:19:01.269377 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 1 {171744:172088}], length 0
00:19:01.269386 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 175884:176264, ack 109, win 501, length 380
00:19:01.269428 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 176264:176452, ack 109, win 501, length 188
00:19:01.269453 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 176452:176488, ack 109, win 501, length 36
00:19:01.276401 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:172924}{171744:172088}], length 0
00:19:01.276401 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:173072}{171744:172088}], length 0
00:19:01.276401 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:173380}{171744:172088}], length 0
00:19:01.276401 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:173528}{171744:172088}], length 0
00:19:01.276421 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171572:171744, ack 109, win 501, length 172
00:19:01.276438 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 172088:172604, ack 109, win 501, length 516
00:19:01.276450 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 176488:176960, ack 109, win 501, length 472
00:19:01.278287 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:173900}{171744:172088}], length 0
00:19:01.278303 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 176960:178264, ack 109, win 501, length 1304
00:19:01.279000 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:174048}{171744:172088}], length 0
00:19:01.279010 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 178264:178712, ack 109, win 501, length 448
00:19:01.279203 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:174084}{171744:172088}], length 0
00:19:01.279271 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:174600}{171744:172088}], length 0
00:19:01.279271 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:174748}{171744:172088}], length 0
00:19:01.279271 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:174784}{171744:172088}], length 0
00:19:01.279278 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 178712:179400, ack 109, win 501, length 688
00:19:01.279316 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 179400:179604, ack 109, win 501, length 204
00:19:01.280057 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:175084}{171744:172088}], length 0
00:19:01.280057 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:175392}{171744:172088}], length 0
00:19:01.280057 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:175564}{171744:172088}], length 0
00:19:01.280063 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 179604:180420, ack 109, win 501, length 816
00:19:01.280102 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 180420:180624, ack 109, win 501, length 204
00:19:01.281517 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:175736}{171744:172088}], length 0
00:19:01.281517 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:175884}{171744:172088}], length 0
00:19:01.281535 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 180624:181348, ack 109, win 501, length 724
00:19:01.281614 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 181348:181552, ack 109, win 501, length 204
00:19:01.282327 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:176264}{171744:172088}], length 0
00:19:01.282334 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 181552:182244, ack 109, win 501, length 692
00:19:01.282355 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:176452}{171744:172088}], length 0
00:19:01.282385 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 182244:182448, ack 109, win 501, length 204
00:19:01.291201 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 171572, win 510, options [nop,nop,sack 2 {172604:176488}{171744:172088}], length 0
00:19:01.291231 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 182448:183032, ack 109, win 501, length 584
00:19:01.291531 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 172088, win 508, options [nop,nop,sack 1 {172604:176488}], length 0
00:19:01.291541 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 183032:183480, ack 109, win 501, length 448
00:19:01.291576 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 176488, win 513, length 0
00:19:01.291577 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 176960, win 511, length 0
00:19:01.291605 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 183480:183668, ack 109, win 501, length 188
00:19:01.291634 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 183668:183704, ack 109, win 501, length 36
00:19:01.291667 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 183704:183876, ack 109, win 501, length 172
00:19:01.295958 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 180624, win 513, length 0
00:19:01.295995 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 183876:184616, ack 109, win 501, length 740
00:19:01.296073 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 184616:184764, ack 109, win 501, length 148
00:19:01.296108 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 184764:184800, ack 109, win 501, length 36
00:19:01.296144 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 184800:184972, ack 109, win 501, length 172
00:19:01.296181 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 184972:185144, ack 109, win 501, length 172
00:19:01.296226 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 185144:185452, ack 109, win 501, length 308
00:19:01.296487 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 182448, win 513, length 0
00:19:01.296495 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 185452:185752, ack 109, win 501, length 300
00:19:01.296564 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 185752:185900, ack 109, win 501, length 148
00:19:01.296612 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 185900:186208, ack 109, win 501, length 308
00:19:01.296660 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 186208:186380, ack 109, win 501, length 172
00:19:01.304459 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 183480, win 509, length 0
00:19:01.304492 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 186380:186552, ack 109, win 501, length 172
00:19:01.304618 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 186552:186700, ack 109, win 501, length 148
00:19:01.305188 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 183876, win 507, length 0
00:19:01.305197 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 186700:187152, ack 109, win 501, length 452
00:19:01.305242 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 187152:187300, ack 109, win 501, length 148
00:19:01.305279 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 187300:187472, ack 109, win 501, length 172
00:19:01.305327 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 187472:187780, ack 109, win 501, length 308
00:19:01.310311 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 184616, win 513, length 0
00:19:01.310341 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 187780:187952, ack 109, win 501, length 172
00:19:01.311146 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 186380, win 513, length 0
00:19:01.311157 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 187952:188344, ack 109, win 501, length 392
00:19:01.311211 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 188344:188492, ack 109, win 501, length 148
00:19:01.311240 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 188492:188528, ack 109, win 501, length 36
00:19:01.311273 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 188528:188700, ack 109, win 501, length 172
00:19:01.311326 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 188700:189136, ack 109, win 501, length 436
00:19:01.311366 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189136:189308, ack 109, win 501, length 172
00:19:01.311403 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189308:189480, ack 109, win 501, length 172
00:19:01.311441 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189480:189652, ack 109, win 501, length 172
00:19:01.311478 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189652:189824, ack 109, win 501, length 172
00:19:01.317410 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 186552, win 512, length 0
00:19:01.317434 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189824:189996, ack 109, win 501, length 172
00:19:01.318402 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 187152, win 510, length 0
00:19:01.318402 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 187780, win 507, length 0
00:19:01.318413 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 189996:190388, ack 109, win 501, length 392
00:19:01.318474 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 190388:190536, ack 109, win 501, length 148
00:19:01.318504 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 190536:190572, ack 109, win 501, length 36
00:19:01.318536 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 190572:190720, ack 109, win 501, length 148
00:19:01.318589 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 190720:191156, ack 109, win 501, length 436
00:19:01.325320 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 187952, win 513, length 0
00:19:01.325320 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 189824, win 513, length 0
00:19:01.325331 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 191156:191464, ack 109, win 501, length 308
00:19:01.325391 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 191464:191612, ack 109, win 501, length 148
00:19:01.325430 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 191612:191760, ack 109, win 501, length 148
00:19:01.325480 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 191760:192196, ack 109, win 501, length 436
00:19:01.325520 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 192196:192368, ack 109, win 501, length 172
00:19:01.325558 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 192368:192540, ack 109, win 501, length 172
00:19:01.325595 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 192540:192712, ack 109, win 501, length 172
00:19:01.325632 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 192712:192884, ack 109, win 501, length 172
00:19:01.325669 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 192884:193056, ack 109, win 501, length 172
00:19:01.325706 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 193056:193228, ack 109, win 501, length 172
00:19:01.330598 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 189996, win 512, length 0
00:19:01.330619 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 193228:193400, ack 109, win 501, length 172
00:19:01.332273 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 191156, win 508, length 0
00:19:01.332285 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 193400:193720, ack 109, win 501, length 320
00:19:01.332359 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 193720:193868, ack 109, win 501, length 148
00:19:01.332400 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 193868:194040, ack 109, win 501, length 172
00:19:01.332451 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 194040:194348, ack 109, win 501, length 308
00:19:01.332487 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 194348:194520, ack 109, win 501, length 172
00:19:01.338576 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 191464, win 513, length 0
00:19:01.338599 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 194520:194692, ack 109, win 501, length 172
00:19:01.339266 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 192712, win 508, length 0
00:19:01.339277 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 194692:195084, ack 109, win 501, length 392
00:19:01.339321 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195084:195232, ack 109, win 501, length 148
00:19:01.339349 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195232:195268, ack 109, win 501, length 36
00:19:01.339381 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195268:195440, ack 109, win 501, length 172
00:19:01.339409 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195440:195476, ack 109, win 501, length 36
00:19:01.339450 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195476:195776, ack 109, win 501, length 300
00:19:01.339814 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 193228, win 513, length 0
00:19:01.339820 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 195776:196212, ack 109, win 501, length 436
00:19:01.339859 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 196212:196360, ack 109, win 501, length 148
00:19:01.339925 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 196360:196660, ack 109, win 501, length 300
00:19:01.343408 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 193400, win 512, length 0
00:19:01.343425 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 196660:196832, ack 109, win 501, length 172
00:19:01.345684 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 194040, win 510, length 0
00:19:01.345707 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 196832:197152, ack 109, win 501, length 320
00:19:01.345743 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 194520, win 508, length 0
00:19:01.345799 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 197152:197300, ack 109, win 501, length 148
00:19:01.345863 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 197300:197720, ack 109, win 501, length 420
00:19:01.345903 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 197720:197892, ack 109, win 501, length 172
00:19:01.345941 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 197892:198064, ack 109, win 501, length 172
00:19:01.351234 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 194692, win 513, length 0
00:19:01.351252 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 198064:198236, ack 109, win 501, length 172
00:19:01.352152 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 195440, win 510, length 0
00:19:01.352161 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 198236:198556, ack 109, win 501, length 320
00:19:01.352206 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 198556:198704, ack 109, win 501, length 148
00:19:01.352234 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 198704:198740, ack 109, win 501, length 36
00:19:01.352275 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 198740:199040, ack 109, win 501, length 300
00:19:01.352948 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 195776, win 509, length 0
00:19:01.352948 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 196660, win 513, length 0
00:19:01.352955 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 199040:199348, ack 109, win 501, length 308
00:19:01.353014 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 199348:199496, ack 109, win 501, length 148
00:19:01.353068 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 199496:199916, ack 109, win 501, length 420
00:19:01.353117 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 199916:200088, ack 109, win 501, length 172
00:19:01.353153 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 200088:200260, ack 109, win 501, length 172
